ciudad,distrito,barrio,calle,precio_m2_distrito,precio_m2_barrio,precio_m2_calle
Madrid,Centro,Huertas-Cortes,Calle de lope de vega,7.421629149531173,8.1241926991927,6.536437246963563
Madrid,Centro,Huertas-Cortes,Calle de lope de vega,7.421629149531173,8.1241926991927,6.536437246963563
Madrid,Centro,Huertas-Cortes,Calle de lope de vega,7.421629149531173,8.1241926991927,6.536437246963563
Madrid,Centro,Huertas-Cortes,Calle de lope de vega,7.421629149531173,8.1241926991927,6.536437246963563
Madrid,Centro,Huertas-Cortes,Calle de lope de vega,7.421629149531173,8.1241926991927,6.536437246963563
Madrid,Centro,Huertas-Cortes,Calle de los madrazo,7.421629149531173,8.1241926991927,8.958333333333334
Madrid,Centro,Huertas-Cortes,Calle de moratín,7.421629149531173,8.1241926991927,6.19496855345912
Madrid,Centro,Huertas-Cortes,Calle de moratín,7.421629149531173,8.1241926991927,6.19496855345912
Madrid,Centro,Huertas-Cortes,Calle de moratín,7.421629149531173,8.1241926991927,6.19496855345912
Madrid,Centro,Huertas-Cortes,Calle de núñez de arce,7.421629149531173,8.1241926991927,11.189473684210526
Madrid,Centro,Huertas-Cortes,Calle de núñez de arce,7.421629149531173,8.1241926991927,11.189473684210526
Madrid,Centro,Huertas-Cortes,Calle de san pedro,7.421629149531173,8.1241926991927,8.446753246753248
Madrid,Centro,Huertas-Cortes,Calle de san pedro,7.421629149531173,8.1241926991927,8.446753246753248
Madrid,Centro,Huertas-Cortes,Calle de san pedro,7.421629149531173,8.1241926991927,8.446753246753248
Madrid,Centro,Huertas-Cortes,Calle de san pedro,7.421629149531173,8.1241926991927,8.446753246753248
Madrid,Centro,Huertas-Cortes,Calle de san pedro,7.421629149531173,8.1241926991927,8.446753246753248
Madrid,Centro,Huertas-Cortes,Calle de san pedro,7.421629149531173,8.1241926991927,8.446753246753248
Madrid,Centro,Huertas-Cortes,Calle de san pedro,7.421629149531173,8.1241926991927,8.446753246753248
Madrid,Centro,Huertas-Cortes,Calle de san pedro,7.421629149531173,8.1241926991927,8.446753246753248
Madrid,Centro,Huertas-Cortes,Calle de santa maría,7.421629149531173,8.1241926991927,6.762081784386617
Madrid,Centro,Huertas-Cortes,Calle de santa maría,7.421629149531173,8.1241926991927,6.762081784386617
Madrid,Centro,Huertas-Cortes,Calle de santa maría,7.421629149531173,8.1241926991927,6.762081784386617
Madrid,Centro,Huertas-Cortes,Calle de santa polonia,7.421629149531173,8.1241926991927,5.718390804597702
Madrid,Centro,Huertas-Cortes,Calle de santa polonia,7.421629149531173,8.1241926991927,5.718390804597702
Madrid,Centro,Huertas-Cortes,Calle de santa polonia,7.421629149531173,8.1241926991927,5.718390804597702
Madrid,Centro,Huertas-Cortes,Calle de sta. catalina,7.421629149531173,8.1241926991927,13.761904761904761
Madrid,Centro,Huertas-Cortes,Calle de ventura de la vega,7.421629149531173,8.1241926991927,6.341968911917098
Madrid,Centro,Huertas-Cortes,Calle de ventura de la vega,7.421629149531173,8.1241926991927,6.341968911917098
Madrid,Centro,Huertas-Cortes,Calle de zorrilla,7.421629149531173,8.1241926991927,9.692307692307692
Madrid,Centro,Huertas-Cortes,Calle del amor de dios,7.421629149531173,8.1241926991927,6.182926829268292
Madrid,Centro,Huertas-Cortes,Calle del amor de dios,7.421629149531173,8.1241926991927,6.182926829268292
Madrid,Centro,Huertas-Cortes,Calle del amor de dios,7.421629149531173,8.1241926991927,6.182926829268292
Madrid,Centro,Huertas-Cortes,Calle del amor de dios,7.421629149531173,8.1241926991927,6.182926829268292
Madrid,Centro,Huertas-Cortes,Calle del caballero de gracia,7.421629149531173,8.1241926991927,7.63768115942029
Madrid,Centro,Huertas-Cortes,Calle del gobernador,7.421629149531173,8.1241926991927,7.0
Madrid,Centro,Huertas-Cortes,Calle del león,7.421629149531173,8.1241926991927,6.724137931034483
Madrid,Centro,Huertas-Cortes,Calle del marqués de cubas,7.421629149531173,8.1241926991927,9.36936936936937
Madrid,Centro,Huertas-Cortes,Calle del marqués de cubas,7.421629149531173,8.1241926991927,9.36936936936937
Madrid,Centro,Huertas-Cortes,Calle del prado,7.421629149531173,8.1241926991927,5.72626931567329
Madrid,Centro,Huertas-Cortes,Calle del prado,7.421629149531173,8.1241926991927,5.72626931567329
Madrid,Centro,Huertas-Cortes,Calle del prado,7.421629149531173,8.1241926991927,5.72626931567329
Madrid,Centro,Huertas-Cortes,Calle del prado,7.421629149531173,8.1241926991927,5.72626931567329
Madrid,Centro,Huertas-Cortes,Calle del príncipe,7.421629149531173,8.1241926991927,7.242612752721618
Madrid,Centro,Huertas-Cortes,Calle del príncipe,7.421629149531173,8.1241926991927,7.242612752721618
Madrid,Centro,Huertas-Cortes,Calle del príncipe,7.421629149531173,8.1241926991927,7.242612752721618
Madrid,Centro,Huertas-Cortes,Calle del príncipe,7.421629149531173,8.1241926991927,7.242612752721618
Madrid,Centro,Huertas-Cortes,Calle moratín,7.421629149531173,8.1241926991927,9.05043859649123
Madrid,Centro,Huertas-Cortes,Calle moratín,7.421629149531173,8.1241926991927,9.05043859649123
Madrid,Centro,Huertas-Cortes,Calle moratín,7.421629149531173,8.1241926991927,9.05043859649123
Madrid,Centro,Huertas-Cortes,Carrera de san jerónimo,7.421629149531173,8.1241926991927,8.753013819464863
Madrid,Centro,Huertas-Cortes,Costanilla de los desamparados,7.421629149531173,8.1241926991927,5.862569832402235
Madrid,Centro,Huertas-Cortes,Costanilla de los desamparados,7.421629149531173,8.1241926991927,5.862569832402235
Madrid,Centro,Huertas-Cortes,Costanilla de los desamparados,7.421629149531173,8.1241926991927,5.862569832402235
Madrid,Centro,Huertas-Cortes,De san agustin,7.421629149531173,8.1241926991927,9.59016393442623
Madrid,Centro,Huertas-Cortes,De sta. catalina,7.421629149531173,8.1241926991927,10.533049040511727
Madrid,Centro,Huertas-Cortes,De sta. catalina,7.421629149531173,8.1241926991927,10.533049040511727
Madrid,Centro,Huertas-Cortes,Paseo del prado,7.421629149531173,8.1241926991927,10.492170022371365
Madrid,Centro,Huertas-Cortes,Paseo del prado,7.421629149531173,8.1241926991927,10.492170022371365
Madrid,Centro,Huertas-Cortes,Paseo del prado,7.421629149531173,8.1241926991927,10.492170022371365
Madrid,Centro,Huertas-Cortes,Paseo del prado,7.421629149531173,8.1241926991927,10.492170022371365
Madrid,Centro,Huertas-Cortes,Paseo del prado,7.421629149531173,8.1241926991927,10.492170022371365
Madrid,Centro,Huertas-Cortes,Paseo del prado,7.421629149531173,8.1241926991927,10.492170022371365
Madrid,Centro,Huertas-Cortes,Plaza de las cortes,7.421629149531173,8.1241926991927,12.6
Madrid,Centro,Huertas-Cortes,Plaza de matute,7.421629149531173,8.1241926991927,6.097560975609756
Madrid,Centro,Huertas-Cortes,Plaza de matute,7.421629149531173,8.1241926991927,6.097560975609756
Madrid,Centro,Huertas-Cortes,Plaza de santa ana,7.421629149531173,8.1241926991927,8.0
Madrid,Centro,Huertas-Cortes,Plaza de santa ana,7.421629149531173,8.1241926991927,8.0
Madrid,Centro,Huertas-Cortes,Plaza del ángel,7.421629149531173,8.1241926991927,13.375796178343949
Madrid,Centro,Huertas-Cortes,Plaza platería de martínez,7.421629149531173,8.1241926991927,9.48
Madrid,Centro,Huertas-Cortes,Plaza santa ana,7.421629149531173,8.1241926991927,7.066990291262136
Madrid,Centro,Huertas-Cortes,Santa maria,7.421629149531173,8.1241926991927,6.444444444444445
Madrid,Centro,Huertas-Cortes,Santa maría,7.421629149531173,8.1241926991927,7.2
Madrid,Centro,Huertas-Cortes,Virgen de los peligros,7.421629149531173,8.1241926991927,12.068965517241379
Madrid,Centro,Lavapiés-Embajadores,Atocha,7.421629149531173,5.04577345590613,5.537037037037037
Madrid,Centro,Lavapiés-Embajadores,Calle buenavista,7.421629149531173,5.04577345590613,6.428557142857143
Madrid,Centro,Lavapiés-Embajadores,Calle carlos arniches,7.421629149531173,5.04577345590613,7.5
Madrid,Centro,Lavapiés-Embajadores,Calle de arganzuela,7.421629149531173,5.04577345590613,6.5058139534883725
Madrid,Centro,Lavapiés-Embajadores,Calle de arganzuela,7.421629149531173,5.04577345590613,6.5058139534883725
Madrid,Centro,Lavapiés-Embajadores,Calle de arganzuela,7.421629149531173,5.04577345590613,6.5058139534883725
Madrid,Centro,Lavapiés-Embajadores,Calle de arganzuela,7.421629149531173,5.04577345590613,6.5058139534883725
Madrid,Centro,Lavapiés-Embajadores,Calle de argumosa,7.421629149531173,5.04577345590613,5.0
Madrid,Centro,Lavapiés-Embajadores,Calle de atocha,7.421629149531173,5.04577345590613,7.014522821576763
Madrid,Centro,Lavapiés-Embajadores,Calle de atocha,7.421629149531173,5.04577345590613,7.014522821576763
Madrid,Centro,Lavapiés-Embajadores,Calle de atocha,7.421629149531173,5.04577345590613,7.014522821576763
Madrid,Centro,Lavapiés-Embajadores,Calle de atocha,7.421629149531173,5.04577345590613,7.014522821576763
Madrid,Centro,Lavapiés-Embajadores,Calle de atocha,7.421629149531173,5.04577345590613,7.014522821576763
Madrid,Centro,Lavapiés-Embajadores,Calle de buenavista,7.421629149531173,5.04577345590613,4.760557768924302
Madrid,Centro,Lavapiés-Embajadores,Calle de buenavista,7.421629149531173,5.04577345590613,4.760557768924302
Madrid,Centro,Lavapiés-Embajadores,Calle de buenavista,7.421629149531173,5.04577345590613,4.760557768924302
Madrid,Centro,Lavapiés-Embajadores,Calle de buenavista,7.421629149531173,5.04577345590613,4.760557768924302
Madrid,Centro,Lavapiés-Embajadores,Calle de buenavista,7.421629149531173,5.04577345590613,4.760557768924302
Madrid,Centro,Lavapiés-Embajadores,Calle de caravaca,7.421629149531173,5.04577345590613,4.980582524271845
Madrid,Centro,Lavapiés-Embajadores,Calle de caravaca,7.421629149531173,5.04577345590613,4.980582524271845
Madrid,Centro,Lavapiés-Embajadores,Calle de carlos arniches,7.421629149531173,5.04577345590613,5.9016393442622945
Madrid,Centro,Lavapiés-Embajadores,Calle de carlos arniches,7.421629149531173,5.04577345590613,5.9016393442622945
Madrid,Centro,Lavapiés-Embajadores,Calle de carlos arniches,7.421629149531173,5.04577345590613,5.9016393442622945
Madrid,Centro,Lavapiés-Embajadores,Calle de embajadores,7.421629149531173,5.04577345590613,5.172081268582755
Madrid,Centro,Lavapiés-Embajadores,Calle de embajadores,7.421629149531173,5.04577345590613,5.172081268582755
Madrid,Centro,Lavapiés-Embajadores,Calle de embajadores,7.421629149531173,5.04577345590613,5.172081268582755
Madrid,Centro,Lavapiés-Embajadores,Calle de embajadores,7.421629149531173,5.04577345590613,5.172081268582755
Madrid,Centro,Lavapiés-Embajadores,Calle de embajadores,7.421629149531173,5.04577345590613,5.172081268582755
Madrid,Centro,Lavapiés-Embajadores,Calle de embajadores,7.421629149531173,5.04577345590613,5.172081268582755
Madrid,Centro,Lavapiés-Embajadores,Calle de embajadores,7.421629149531173,5.04577345590613,5.172081268582755
Madrid,Centro,Lavapiés-Embajadores,Calle de embajadores,7.421629149531173,5.04577345590613,5.172081268582755
Madrid,Centro,Lavapiés-Embajadores,Calle de embajadores,7.421629149531173,5.04577345590613,5.172081268582755
Madrid,Centro,Lavapiés-Embajadores,Calle de embajadores,7.421629149531173,5.04577345590613,5.172081268582755
Madrid,Centro,Lavapiés-Embajadores,Calle de fray ceferino gonzález,7.421629149531173,5.04577345590613,5.054945054945055
Madrid,Centro,Lavapiés-Embajadores,Calle de fray ceferino gonzález,7.421629149531173,5.04577345590613,5.054945054945055
Madrid,Centro,Lavapiés-Embajadores,Calle de jesús y maría,7.421629149531173,5.04577345590613,4.575
Madrid,Centro,Lavapiés-Embajadores,Calle de juanelo,7.421629149531173,5.04577345590613,6.237037037037037
Madrid,Centro,Lavapiés-Embajadores,Calle de juanelo,7.421629149531173,5.04577345590613,6.237037037037037
Madrid,Centro,Lavapiés-Embajadores,Calle de juanelo,7.421629149531173,5.04577345590613,6.237037037037037
Madrid,Centro,Lavapiés-Embajadores,Calle de la cabeza,7.421629149531173,5.04577345590613,4.6398809523809526
Madrid,Centro,Lavapiés-Embajadores,Calle de la cabeza,7.421629149531173,5.04577345590613,4.6398809523809526
Madrid,Centro,Lavapiés-Embajadores,Calle de la cabeza,7.421629149531173,5.04577345590613,4.6398809523809526
Madrid,Centro,Lavapiés-Embajadores,Calle de la cabeza,7.421629149531173,5.04577345590613,4.6398809523809526
Madrid,Centro,Lavapiés-Embajadores,Calle de la cabeza,7.421629149531173,5.04577345590613,4.6398809523809526
Madrid,Centro,Lavapiés-Embajadores,Calle de la colegiata,7.421629149531173,5.04577345590613,5.955284552845528
Madrid,Centro,Lavapiés-Embajadores,Calle de la colegiata,7.421629149531173,5.04577345590613,5.955284552845528
Madrid,Centro,Lavapiés-Embajadores,Calle de la colegiata,7.421629149531173,5.04577345590613,5.955284552845528
Madrid,Centro,Lavapiés-Embajadores,Calle de la colegiata,7.421629149531173,5.04577345590613,5.955284552845528
Madrid,Centro,Lavapiés-Embajadores,Calle de la encomienda,7.421629149531173,5.04577345590613,4.807453416149068
Madrid,Centro,Lavapiés-Embajadores,Calle de la encomienda,7.421629149531173,5.04577345590613,4.807453416149068
Madrid,Centro,Lavapiés-Embajadores,Calle de la escuadra,7.421629149531173,5.04577345590613,5.657142857142857
Madrid,Centro,Lavapiés-Embajadores,Calle de la esgrima,7.421629149531173,5.04577345590613,4.966666666666667
Madrid,Centro,Lavapiés-Embajadores,Calle de la espada,7.421629149531173,5.04577345590613,8.0
Madrid,Centro,Lavapiés-Embajadores,Calle de la esperanza,7.421629149531173,5.04577345590613,5.555555555555555
Madrid,Centro,Lavapiés-Embajadores,Calle de la fe,7.421629149531173,5.04577345590613,5.0
Madrid,Centro,Lavapiés-Embajadores,Calle de la huerta del bayo,7.421629149531173,5.04577345590613,5.126168224299065
Madrid,Centro,Lavapiés-Embajadores,Calle de la huerta del bayo,7.421629149531173,5.04577345590613,5.126168224299065
Madrid,Centro,Lavapiés-Embajadores,Calle de la magdalena,7.421629149531173,5.04577345590613,3.9848754448398576
Madrid,Centro,Lavapiés-Embajadores,Calle de la magdalena,7.421629149531173,5.04577345590613,3.9848754448398576
Madrid,Centro,Lavapiés-Embajadores,Calle de la magdalena,7.421629149531173,5.04577345590613,3.9848754448398576
Madrid,Centro,Lavapiés-Embajadores,Calle de la magdalena,7.421629149531173,5.04577345590613,3.9848754448398576
Madrid,Centro,Lavapiés-Embajadores,Calle de la primavera,7.421629149531173,5.04577345590613,3.240740740740741
Madrid,Centro,Lavapiés-Embajadores,Calle de la ribera de curtidores,7.421629149531173,5.04577345590613,4.475498575498576
Madrid,Centro,Lavapiés-Embajadores,Calle de la ribera de curtidores,7.421629149531173,5.04577345590613,4.475498575498576
Madrid,Centro,Lavapiés-Embajadores,Calle de la ribera de curtidores,7.421629149531173,5.04577345590613,4.475498575498576
Madrid,Centro,Lavapiés-Embajadores,Calle de la ribera de curtidores,7.421629149531173,5.04577345590613,4.475498575498576
Madrid,Centro,Lavapiés-Embajadores,Calle de la sombrerería,7.421629149531173,5.04577345590613,4.890921409214092
Madrid,Centro,Lavapiés-Embajadores,Calle de la sombrerería,7.421629149531173,5.04577345590613,4.890921409214092
Madrid,Centro,Lavapiés-Embajadores,Calle de la sombrerería,7.421629149531173,5.04577345590613,4.890921409214092
Madrid,Centro,Lavapiés-Embajadores,Calle de la sombrerería,7.421629149531173,5.04577345590613,4.890921409214092
Madrid,Centro,Lavapiés-Embajadores,Calle de la sombrerería,7.421629149531173,5.04577345590613,4.890921409214092
Madrid,Centro,Lavapiés-Embajadores,Calle de la sombrerería,7.421629149531173,5.04577345590613,4.890921409214092
Madrid,Centro,Lavapiés-Embajadores,Calle de la torrecilla del leal,7.421629149531173,5.04577345590613,4.502487562189055
Madrid,Centro,Lavapiés-Embajadores,Calle de la torrecilla del leal,7.421629149531173,5.04577345590613,4.502487562189055
Madrid,Centro,Lavapiés-Embajadores,Calle de las amazonas,7.421629149531173,5.04577345590613,4.069767441860465
Madrid,Centro,Lavapiés-Embajadores,Calle de las dos hermanas,7.421629149531173,5.04577345590613,5.45
Madrid,Centro,Lavapiés-Embajadores,Calle de lavapiés,7.421629149531173,5.04577345590613,3.668069306930693
Madrid,Centro,Lavapiés-Embajadores,Calle de lavapiés,7.421629149531173,5.04577345590613,3.668069306930693
Madrid,Centro,Lavapiés-Embajadores,Calle de lavapiés,7.421629149531173,5.04577345590613,3.668069306930693
Madrid,Centro,Lavapiés-Embajadores,Calle de lavapiés,7.421629149531173,5.04577345590613,3.668069306930693
Madrid,Centro,Lavapiés-Embajadores,Calle de lavapiés,7.421629149531173,5.04577345590613,3.668069306930693
Madrid,Centro,Lavapiés-Embajadores,Calle de los abades,7.421629149531173,5.04577345590613,4.795971563981043
Madrid,Centro,Lavapiés-Embajadores,Calle de los abades,7.421629149531173,5.04577345590613,4.795971563981043
Madrid,Centro,Lavapiés-Embajadores,Calle de los abades,7.421629149531173,5.04577345590613,4.795971563981043
Madrid,Centro,Lavapiés-Embajadores,Calle de los abades,7.421629149531173,5.04577345590613,4.795971563981043
Madrid,Centro,Lavapiés-Embajadores,Calle de los abades,7.421629149531173,5.04577345590613,4.795971563981043
Madrid,Centro,Lavapiés-Embajadores,Calle de los abades,7.421629149531173,5.04577345590613,4.795971563981043
Madrid,Centro,Lavapiés-Embajadores,Calle de los abades,7.421629149531173,5.04577345590613,4.795971563981043
Madrid,Centro,Lavapiés-Embajadores,Calle de los abades,7.421629149531173,5.04577345590613,4.795971563981043
Madrid,Centro,Lavapiés-Embajadores,Calle de los cabestreros,7.421629149531173,5.04577345590613,4.538071065989848
Madrid,Centro,Lavapiés-Embajadores,Calle de los cabestreros,7.421629149531173,5.04577345590613,4.538071065989848
Madrid,Centro,Lavapiés-Embajadores,Calle de los cabestreros,7.421629149531173,5.04577345590613,4.538071065989848
Madrid,Centro,Lavapiés-Embajadores,Calle de los cañizares,7.421629149531173,5.04577345590613,4.95
Madrid,Centro,Lavapiés-Embajadores,Calle de los estudios,7.421629149531173,5.04577345590613,5.853018372703412
Madrid,Centro,Lavapiés-Embajadores,Calle de los estudios,7.421629149531173,5.04577345590613,5.853018372703412
Madrid,Centro,Lavapiés-Embajadores,Calle de los estudios,7.421629149531173,5.04577345590613,5.853018372703412
Madrid,Centro,Lavapiés-Embajadores,Calle de los estudios,7.421629149531173,5.04577345590613,5.853018372703412
Madrid,Centro,Lavapiés-Embajadores,Calle de los relatores,7.421629149531173,5.04577345590613,5.389078498293515
Madrid,Centro,Lavapiés-Embajadores,Calle de los relatores,7.421629149531173,5.04577345590613,5.389078498293515
Madrid,Centro,Lavapiés-Embajadores,Calle de los tres peces,7.421629149531173,5.04577345590613,4.277397260273973
Madrid,Centro,Lavapiés-Embajadores,Calle de los tres peces,7.421629149531173,5.04577345590613,4.277397260273973
Madrid,Centro,Lavapiés-Embajadores,Calle de los tres peces,7.421629149531173,5.04577345590613,4.277397260273973
Madrid,Centro,Lavapiés-Embajadores,Calle de los tres peces,7.421629149531173,5.04577345590613,4.277397260273973
Madrid,Centro,Lavapiés-Embajadores,Calle de luis vélez de guevara,7.421629149531173,5.04577345590613,4.38388625592417
Madrid,Centro,Lavapiés-Embajadores,Calle de luis vélez de guevara,7.421629149531173,5.04577345590613,4.38388625592417
Madrid,Centro,Lavapiés-Embajadores,Calle de miguel servet,7.421629149531173,5.04577345590613,4.915094339622641
Madrid,Centro,Lavapiés-Embajadores,Calle de miguel servet,7.421629149531173,5.04577345590613,4.915094339622641
Madrid,Centro,Lavapiés-Embajadores,Calle de miguel servet,7.421629149531173,5.04577345590613,4.915094339622641
Madrid,Centro,Lavapiés-Embajadores,Calle de miguel servet,7.421629149531173,5.04577345590613,4.915094339622641
Madrid,Centro,Lavapiés-Embajadores,Calle de ministriles,7.421629149531173,5.04577345590613,5.22972972972973
Madrid,Centro,Lavapiés-Embajadores,Calle de ministriles,7.421629149531173,5.04577345590613,5.22972972972973
Madrid,Centro,Lavapiés-Embajadores,Calle de mira el río baja,7.421629149531173,5.04577345590613,4.633027522935779
Madrid,Centro,Lavapiés-Embajadores,Calle de mira el río baja,7.421629149531173,5.04577345590613,4.633027522935779
Madrid,Centro,Lavapiés-Embajadores,Calle de mira el río baja,7.421629149531173,5.04577345590613,4.633027522935779
Madrid,Centro,Lavapiés-Embajadores,Calle de peña de francia,7.421629149531173,5.04577345590613,6.428571428571429
Madrid,Centro,Lavapiés-Embajadores,Calle de rodas,7.421629149531173,5.04577345590613,5.110344827586206
Madrid,Centro,Lavapiés-Embajadores,Calle de rodas,7.421629149531173,5.04577345590613,5.110344827586206
Madrid,Centro,Lavapiés-Embajadores,Calle de rodas,7.421629149531173,5.04577345590613,5.110344827586206
Madrid,Centro,Lavapiés-Embajadores,Calle de rodas,7.421629149531173,5.04577345590613,5.110344827586206
Madrid,Centro,Lavapiés-Embajadores,Calle de rodas,7.421629149531173,5.04577345590613,5.110344827586206
Madrid,Centro,Lavapiés-Embajadores,Calle de rodas,7.421629149531173,5.04577345590613,5.110344827586206
Madrid,Centro,Lavapiés-Embajadores,Calle de rodas,7.421629149531173,5.04577345590613,5.110344827586206
Madrid,Centro,Lavapiés-Embajadores,Calle de san cayetano,7.421629149531173,5.04577345590613,5.5774566473988445
Madrid,Centro,Lavapiés-Embajadores,Calle de san cayetano,7.421629149531173,5.04577345590613,5.5774566473988445
Madrid,Centro,Lavapiés-Embajadores,Calle de san eugenio,7.421629149531173,5.04577345590613,3.9594202898550726
Madrid,Centro,Lavapiés-Embajadores,Calle de san ildefonso,7.421629149531173,5.04577345590613,5.172115384615385
Madrid,Centro,Lavapiés-Embajadores,Calle de san ildefonso,7.421629149531173,5.04577345590613,5.172115384615385
Madrid,Centro,Lavapiés-Embajadores,Calle de san ildefonso,7.421629149531173,5.04577345590613,5.172115384615385
Madrid,Centro,Lavapiés-Embajadores,Calle de san pedro mártir,7.421629149531173,5.04577345590613,4.970744680851064
Madrid,Centro,Lavapiés-Embajadores,Calle de san pedro mártir,7.421629149531173,5.04577345590613,4.970744680851064
Madrid,Centro,Lavapiés-Embajadores,Calle de santa ana,7.421629149531173,5.04577345590613,4.25
Madrid,Centro,Lavapiés-Embajadores,Calle de santa isabel,7.421629149531173,5.04577345590613,6.564899451553931
Madrid,Centro,Lavapiés-Embajadores,Calle de santa isabel,7.421629149531173,5.04577345590613,6.564899451553931
Madrid,Centro,Lavapiés-Embajadores,Calle de santa isabel,7.421629149531173,5.04577345590613,6.564899451553931
Madrid,Centro,Lavapiés-Embajadores,Calle de santa isabel,7.421629149531173,5.04577345590613,6.564899451553931
Madrid,Centro,Lavapiés-Embajadores,Calle de santa isabel,7.421629149531173,5.04577345590613,6.564899451553931
Madrid,Centro,Lavapiés-Embajadores,Calle de santa isabel,7.421629149531173,5.04577345590613,6.564899451553931
Madrid,Centro,Lavapiés-Embajadores,Calle de santa isabel,7.421629149531173,5.04577345590613,6.564899451553931
Madrid,Centro,Lavapiés-Embajadores,Calle de santiago el verde,7.421629149531173,5.04577345590613,5.3
Madrid,Centro,Lavapiés-Embajadores,Calle de toledo,7.421629149531173,5.04577345590613,5.2859538120847835
Madrid,Centro,Lavapiés-Embajadores,Calle de toledo,7.421629149531173,5.04577345590613,5.2859538120847835
Madrid,Centro,Lavapiés-Embajadores,Calle de toledo,7.421629149531173,5.04577345590613,5.2859538120847835
Madrid,Centro,Lavapiés-Embajadores,Calle de toledo,7.421629149531173,5.04577345590613,5.2859538120847835
Madrid,Centro,Lavapiés-Embajadores,Calle de toledo,7.421629149531173,5.04577345590613,5.2859538120847835
Madrid,Centro,Lavapiés-Embajadores,Calle de toledo,7.421629149531173,5.04577345590613,5.2859538120847835
Madrid,Centro,Lavapiés-Embajadores,Calle de toledo,7.421629149531173,5.04577345590613,5.2859538120847835
Madrid,Centro,Lavapiés-Embajadores,Calle de toledo,7.421629149531173,5.04577345590613,5.2859538120847835
Madrid,Centro,Lavapiés-Embajadores,Calle de toledo,7.421629149531173,5.04577345590613,5.2859538120847835
Madrid,Centro,Lavapiés-Embajadores,Calle de toledo,7.421629149531173,5.04577345590613,5.2859538120847835
Madrid,Centro,Lavapiés-Embajadores,Calle de toledo,7.421629149531173,5.04577345590613,5.2859538120847835
Madrid,Centro,Lavapiés-Embajadores,Calle de valencia,7.421629149531173,5.04577345590613,4.635135135135135
Madrid,Centro,Lavapiés-Embajadores,Calle de valencia,7.421629149531173,5.04577345590613,4.635135135135135
Madrid,Centro,Lavapiés-Embajadores,Calle de zurita,7.421629149531173,5.04577345590613,3.88
Madrid,Centro,Lavapiés-Embajadores,Calle del amparo,7.421629149531173,5.04577345590613,4.529460093896713
Madrid,Centro,Lavapiés-Embajadores,Calle del amparo,7.421629149531173,5.04577345590613,4.529460093896713
Madrid,Centro,Lavapiés-Embajadores,Calle del amparo,7.421629149531173,5.04577345590613,4.529460093896713
Madrid,Centro,Lavapiés-Embajadores,Calle del amparo,7.421629149531173,5.04577345590613,4.529460093896713
Madrid,Centro,Lavapiés-Embajadores,Calle del amparo,7.421629149531173,5.04577345590613,4.529460093896713
Madrid,Centro,Lavapiés-Embajadores,Calle del amparo,7.421629149531173,5.04577345590613,4.529460093896713
Madrid,Centro,Lavapiés-Embajadores,Calle del amparo,7.421629149531173,5.04577345590613,4.529460093896713
Madrid,Centro,Lavapiés-Embajadores,Calle del amparo,7.421629149531173,5.04577345590613,4.529460093896713
Madrid,Centro,Lavapiés-Embajadores,Calle del amparo,7.421629149531173,5.04577345590613,4.529460093896713
Madrid,Centro,Lavapiés-Embajadores,Calle del amparo,7.421629149531173,5.04577345590613,4.529460093896713
Madrid,Centro,Lavapiés-Embajadores,Calle del amparo,7.421629149531173,5.04577345590613,4.529460093896713
Madrid,Centro,Lavapiés-Embajadores,Calle del amparo,7.421629149531173,5.04577345590613,4.529460093896713
Madrid,Centro,Lavapiés-Embajadores,Calle del ave maría,7.421629149531173,5.04577345590613,3.664088803088803
Madrid,Centro,Lavapiés-Embajadores,Calle del ave maría,7.421629149531173,5.04577345590613,3.664088803088803
Madrid,Centro,Lavapiés-Embajadores,Calle del ave maría,7.421629149531173,5.04577345590613,3.664088803088803
Madrid,Centro,Lavapiés-Embajadores,Calle del bastero,7.421629149531173,5.04577345590613,5.858823529411765
Madrid,Centro,Lavapiés-Embajadores,Calle del bastero,7.421629149531173,5.04577345590613,5.858823529411765
Madrid,Centro,Lavapiés-Embajadores,Calle del calvario,7.421629149531173,5.04577345590613,4.85663082437276
Madrid,Centro,Lavapiés-Embajadores,Calle del calvario,7.421629149531173,5.04577345590613,4.85663082437276
Madrid,Centro,Lavapiés-Embajadores,Calle del calvario,7.421629149531173,5.04577345590613,4.85663082437276
Madrid,Centro,Lavapiés-Embajadores,Calle del carnero,7.421629149531173,5.04577345590613,4.857142857142857
Madrid,Centro,Lavapiés-Embajadores,Calle del casino,7.421629149531173,5.04577345590613,5.6
Madrid,Centro,Lavapiés-Embajadores,Calle del doctor cortezo,7.421629149531173,5.04577345590613,6.388888888888888
Madrid,Centro,Lavapiés-Embajadores,Calle del doctor fourquet,7.421629149531173,5.04577345590613,6.116504854368932
Madrid,Centro,Lavapiés-Embajadores,Calle del doctor piga,7.421629149531173,5.04577345590613,6.76
Madrid,Centro,Lavapiés-Embajadores,Calle del duque de alba,7.421629149531173,5.04577345590613,6.719101123595506
Madrid,Centro,Lavapiés-Embajadores,Calle del duque de alba,7.421629149531173,5.04577345590613,6.719101123595506
Madrid,Centro,Lavapiés-Embajadores,Calle del duque de alba,7.421629149531173,5.04577345590613,6.719101123595506
Madrid,Centro,Lavapiés-Embajadores,Calle del duque de alba,7.421629149531173,5.04577345590613,6.719101123595506
Madrid,Centro,Lavapiés-Embajadores,Calle del duque de fernán núñez,7.421629149531173,5.04577345590613,5.413533834586467
